repo_owner,repo_name,contributor,prs_total,prs_merged,additions_all,deletions_all,changed_lines_all,additions_merged,deletions_merged,changed_lines_merged
malehaafzal10-spec,weather-pipeline,dun3aau,1,0,3,1,4,0,0,0
